;t;y1 aprox;y2 aprox;y(t) real;error abs
0;0.0;1.0;2.0;1.0;0.0
1;0.1;1.1943458333333334;1.8805666666666665;1.1943471439567017;1.31062336827803e-06
2;0.2;1.3749054615561458;1.725022036645774;1.3749077639102345;2.3023540887123772e-06
3;0.30000000000000004;1.538314526118155;1.5385111798474012;1.5383173574374716;2.831319316554115e-06
4;0.4;1.6817815557125833;1.3272957248654136;1.6817843522647937;2.7965522104711482e-06
5;0.5;1.8031833183195096;1.0984197487840848;1.8031854678235648;2.1495040551933187e-06
6;0.6;1.9011247513384448;0.8593397102662015;1.9011256492931805;8.979547356791073e-07
7;0.7;1.974961186478139;0.6175448186058613;1.9749602904972308;-8.959809081332537e-07
8;0.7999999999999999;2.0247832303234965;0.38019394269074847;2.024780106990191;-3.1233333053215517e-06
9;0.8999999999999999;2.0513671623276233;0.15379262444005837;2.051361522140521;-5.640187102251559e-06
10;0.9999999999999999;2.0560958602124804;-0.05607067615836427;2.056087577726786;-8.282485694177666e-06
