;t;y(t) aprox;y(t) real;error abs
0;0.0;1.0;1.0;0.0
1;0.1;1.0;1.0050375625782033;0.005037562578203314
2;0.2;1.0101;1.0206040200802673;0.010504020080267296
3;0.30000000000000004;1.031102;1.0480835797261507;0.016981579726150775
4;0.4;1.06473506;1.089861203024876;0.025126143024875924
5;0.5;1.1137244624;1.1494453592004792;0.035720896800479185
6;0.6;1.1819106855200001;1.2316520893654306;0.049741403845430465
7;0.7;1.2744253266512002;1.3428639396146598;0.06843861296345954
8;0.7999999999999999;1.3979350995167843;1.4913832930078712;0.0934481934910869
9;0.8999999999999999;1.560969907478127;1.6879075001703008;0.12693759269217386
10;0.9999999999999999;1.7743571991511584;1.9461638121003837;0.17180661294922528
