;t;y1 aprox;y2 aprox;y(t) real;error abs
0;0.0;1.0;2.0;1.0;0.0
1;0.1;1.2;1.9;1.1943471439567017;-0.005652856043298238
2;0.2;1.39;1.761;1.3749077639102345;-0.015092236089765398
3;0.30000000000000004;1.5660999999999998;1.5867799999999999;1.5383173574374716;-0.02778264256252827
4;0.4;1.7247779999999997;1.3825665999999999;1.6817843522647937;-0.042993647735205975
5;0.5;1.8630346599999996;1.1547861359999998;1.8031854678235648;-0.05984919217643481
6;0.6;1.9785132735999995;0.9107433631999998;1.9011256492931805;-0.077387624306819
7;0.7;2.0695876099199997;0.6582474340479999;1.9749602904972308;-0.09462731942276892
8;0.7999999999999999;2.1354123533247997;0.4052113526726399;2.024780106990191;-0.11063224633460855
9;0.8999999999999999;2.175933488592064;0.15925320912634874;2.051361522140521;-0.12457196645154278
10;0.9999999999999999;2.1918588095046987;-0.07267292855422905;2.056087577726786;-0.1357712317779125
