;t;y(t) aprox;y(t) real;error abs
84;0.8316831683168322;1.5369037120316336;1.5478683842031162;0.01096467217148267
85;0.8415841584158421;1.5552550943252739;1.5665656810962032;0.011310586770929332
86;0.851485148514852;1.5741159034765189;1.5857828101349636;0.01166690665844472
87;0.8613861386138619;1.5934989331892075;1.6055328810833318;0.012033947894124264
88;0.8712871287128718;1.613417293754811;1.6258293300073103;0.012412036252499314
89;0.8811881188118817;1.6338844198001563;1.6466859273450378;0.012801507544881519
90;0.8910891089108917;1.6549140782579201;1.6681167862105992;0.013202707952679082
91;0.9009900990099016;1.6765203765664172;1.6901363709384727;0.013615994372055518
92;0.9108910891089115;1.698717771105414;1.7127595058757845;0.014041734770370518
93;0.9207920792079214;1.7215210758749224;1.7360013844297288;0.01448030855480642
94;0.9306930693069313;1.744945471424148;1.759877578377786;0.014932106953638113
95;0.9405940594059412;1.7690065140380025;1.7844040474486018;0.015397533410599351
96;0.9504950495049511;1.7937201451888345;1.8095971491816512;0.015877003992816663
97;0.960396039603961;1.8191027012612722;1.835473649074097;0.016370947812824888
98;0.9702970297029709;1.8451709235583391;1.8620507310234902;0.016879807465151053
99;0.9801980198019808;1.8719419685972625;1.889346008075281;0.017404039478018607
100;0.9900990099009908;1.8994334187036714;1.91737753348439;0.017944114780718667
