;t;y1 aprox;y2 aprox;y(t) real;error abs
0;0.0;1.0;2.0;1.0;0.0
1;0.047619047619047616;1.0940329646597868;1.9479032227655484;1.0940329970532976;3.239351076267383e-08
2;0.09523809523809523;1.1853764014774164;1.887107078178274;1.1853764629531764;6.147576003812105e-08
3;0.14285714285714285;1.273626278270843;1.8180535029354048;1.273626364622238;8.635139514545642e-08
4;0.19047619047619047;1.3584013592233224;1.7412570499850208;1.3584014654365144;1.0621319201931101e-07
5;0.23809523809523808;1.4393465183927687;1.6572986718982623;1.4393466387528862;1.2036011742821984e-07
6;0.2857142857142857;1.5161357363647956;1.5668186480564592;1.516135864577582;1.2821278638774913e-07
7;0.3333333333333333;1.5884747420415548;1.470508773941025;1.588474871367481;1.2932592619030459e-07
8;0.38095238095238093;1.656103267492654;1.3691039430324918;1.656103390890192;1.2339753818757515e-07
9;0.42857142857142855;1.7187968902454713;1.2633732612788682;1.7187970005200395;1.1027456814360903e-07
10;0.47619047619047616;1.7763684442238326;1.1541108406013518;1.7763685341787905;8.995495792696317e-08
11;0.5238095238095237;1.8286689876131519;1.042126421361023;1.8286690501992444;6.258609253073644e-08
12;0.5714285714285714;1.8755883230904307;0.9282359740840423;1.8755883515501621;2.845973146037295e-08
13;0.6190476190476191;1.9170550729629912;0.8132524280819987;1.9170550609666055;-1.1996385662627063e-08
14;0.6666666666666667;1.9530363186686222;0.6979766690291144;1.953036260438649;-5.82299730655933e-08
15;0.7142857142857144;1.9835368206673734;0.583188939258751;1.9835367110890656;-1.0957830776092692e-07
16;0.7619047619047621;2.0085978408776324;0.46964076377024977;2.0085976755930264;-1.6528460600184758e-07
17;0.8095238095238098;2.0282955953657127;0.3580475119998761;2.0282953708495413;-2.2451617143204317e-07
18;0.8571428571428574;2.042739369894038;0.24908169065733085;2.0427390835102246;-2.863838135525043e-07
19;0.9047619047619051;2.0520693350907324;0.1433670467465843;2.052068985128727;-3.499620055968933e-07
20;0.9523809523809528;2.056454101364561;0.041473542683878865;2.0564536870553143;-4.1430924690999404e-07
